Ensembl Transcript ID	Chromosome Name	Transcript Start (bp)	Transcript End (bp)
ENSDART00000150672	25	26840493	26856558
ENSDART00000124204	11	45960470	45974940
ENSDART00000111521	24	9828798	9831484
ENSDART00000066797	24	9829070	9831484
ENSDART00000140710	5	20949292	20987659
ENSDART00000123275	24	31678866	31705105
ENSDART00000076648	15	28338667	28355283
ENSDART00000128664	5	20879955	20900487
ENSDART00000132080	24	31700715	31703587
ENSDART00000113223	3	59697604	59699475
ENSDART00000124922	15	28342664	28358071
ENSDART00000046928	24	31678855	31705272
ENSDART00000153807	15	8897896	8900345
ENSDART00000067497	19	46825378	46839228
ENSDART00000099420	10	37457939	37458880
ENSDART00000135572	10	172660	172920
ENSDART00000064752	5	20945465	21021161
ENSDART00000056672	10	168561	173059
ENSDART00000124482	23	27281748	27301709
ENSDART00000059014	10	7106469	7108237
ENSDART00000128718	23	27282227	27290751
ENSDART00000138751	23	27285618	27290736
ENSDART00000142324	23	27285749	27290720
ENSDART00000133249	23	27285795	27290720
ENSDART00000143352	22	10574040	10580813
ENSDART00000055194	3	40520889	40524564
ENSDART00000133538	22	29715155	29718864
ENSDART00000063943	8	2705133	2710894
ENSDART00000113469	14	48963052	48975762
ENSDART00000141737	3	40520889	40524586
ENSDART00000134020	3	40521661	40524560
ENSDART00000148290	3	40521664	40524561
ENSDART00000132497	3	40522067	40524557
ENSDART00000155584	17	20081644	20226955
ENSDART00000029553	6	41377405	41382708
ENSDART00000128756	6	41377414	41382357
ENSDART00000144864	6	41377471	41382173
ENSDART00000135971	3	40522147	40524558
ENSDART00000156951	2	2335096	2351472
ENSDART00000134924	3	40522250	40524557
ENSDART00000074814	25	6324549	6331301
ENSDART00000082304	2	877586	888494
ENSDART00000143023	2	48041198	48043455
ENSDART00000139804	1	57961175	57963542
ENSDART00000146545	1	57961714	57963560
ENSDART00000114689	1	54275483	54291088
ENSDART00000155554	6	40518415	40537137
ENSDART00000109538	6	40525461	40541342
ENSDART00000143762	7	1506079	1534406
ENSDART00000111920	Zv9_scaffold3503	643871	674026
ENSDART00000148340	9	37847028	37850143
ENSDART00000143575	9	37847028	37850084
ENSDART00000140303	7	1506097	1534415
ENSDART00000146507	9	37847028	37850137
ENSDART00000142966	9	37846693	37847631
ENSDART00000137292	19	32637748	32647827
ENSDART00000052140	19	32633991	32644526
ENSDART00000130124	Zv9_NA771	71375	99986
ENSDART00000124929	Zv9_NA185	813	25938
ENSDART00000098991	7	5011114	5015060
ENSDART00000151236	3	37702214	37737377
ENSDART00000061220	7	5011234	5015200
ENSDART00000110791	3	37720149	37737087
ENSDART00000156841	8	52190914	52197737
ENSDART00000140567	8	53985816	53992062
ENSDART00000155234	6	1670974	1690341
ENSDART00000129372	8	53988837	54004597
ENSDART00000144246	18	12104319	12282876
ENSDART00000133042	18	15851251	15877538
ENSDART00000047555	18	12104314	12321906
ENSDART00000135016	18	15851286	15852965
ENSDART00000109497	18	12107697	12282878
ENSDART00000132158	8	10186085	10229705
ENSDART00000140938	7	30672764	30677741
ENSDART00000087039	6	1670974	1690341
ENSDART00000134952	8	10199774	10207365
ENSDART00000147251	7	30673698	30677872
ENSDART00000064993	17	23052175	23062849
ENSDART00000067592	6	1672218	1690321
ENSDART00000151234	19	22845253	22871438
ENSDART00000147919	7	30650630	30676939
ENSDART00000067666	8	442391	447707
ENSDART00000020333	6	24010959	24018394
ENSDART00000052584	7	30648884	30676267
ENSDART00000136979	6	24010965	24012612
ENSDART00000086664	7	30672765	30677743
ENSDART00000124312	6	24011953	24013919
ENSDART00000140868	24	41110524	41133195
ENSDART00000145358	24	41110538	41117978
ENSDART00000022051	13	9412733	9418548
ENSDART00000144777	1	41699213	41712744
ENSDART00000152180	12	9127727	9139904
ENSDART00000077829	12	14294660	14311898
ENSDART00000054092	12	8926219	9140030
ENSDART00000139353	13	22959697	22959879
ENSDART00000152670	12	14304214	14311616
ENSDART00000148101	16	41025174	41055051
ENSDART00000053085	16	41032830	41055048
ENSDART00000087346	16	41025170	41055048
ENSDART00000020819	5	75578905	75584606
ENSDART00000101060	13	22955089	22959891
ENSDART00000139326	7	4710019	4712084
ENSDART00000144984	7	4710020	4712100
ENSDART00000146915	7	4710044	4712079
ENSDART00000060678	7	4710145	4712070
ENSDART00000150301	21	6133132	6227861
ENSDART00000129473	21	2708301	2709302
ENSDART00000131747	13	203065	205208
ENSDART00000135782	13	205920	207191
ENSDART00000155157	25	10782233	10807434
ENSDART00000156337	25	10782243	10784570
ENSDART00000148064	5	68899327	68910199
ENSDART00000157191	25	10782278	10806247
ENSDART00000138816	5	68873625	68889680
ENSDART00000138581	13	211124	218500
ENSDART00000141072	7	3775338	3779547
ENSDART00000134963	13	213997	216664
ENSDART00000092023	25	7741033	7771545
ENSDART00000108729	5	68873646	68904907
ENSDART00000064281	7	3774928	3779597
ENSDART00000155531	17	12137428	12140623
ENSDART00000142160	13	216467	217263
ENSDART00000099131	13	201295	219521
ENSDART00000110720	17	12137425	12139464
ENSDART00000105836	4	42427410	42441380
ENSDART00000130738	Zv9_scaffold3555	142609	163453
ENSDART00000056899	2	9361512	9368564
ENSDART00000134909	2	23508822	23511649
ENSDART00000087687	2	27460033	27463608
ENSDART00000056864	2	23508686	23510288
ENSDART00000155771	2	27460051	27463482
ENSDART00000052730	7	28167183	28169871
ENSDART00000016487	Zv9_scaffold3548	298353	300627
ENSDART00000132683	7	28167232	28169871
ENSDART00000133815	13	8460847	8477384
ENSDART00000142540	13	8460847	8477387
ENSDART00000082068	Zv9_NA715	15626	20854
ENSDART00000109783	13	8461278	8649744
ENSDART00000057458	2	3388619	3392143
ENSDART00000137375	25	16004806	16157890
ENSDART00000145036	4	50450258	50495821
ENSDART00000031828	25	16005195	16157047
ENSDART00000099760	4	50469752	50475123
ENSDART00000124397	4	50488772	50495565
ENSDART00000150422	4	44233735	44235943
ENSDART00000129781	Zv9_scaffold3554	105857	128665
ENSDART00000130355	5	45400849	45415553
ENSDART00000139182	5	45401937	45403007
ENSDART00000143982	5	45403653	45404137
ENSDART00000154294	3	7277760	7294248
ENSDART00000019431	5	45402165	45415195
ENSDART00000123724	3	7277681	7284954
ENSDART00000044387	18	220618	224045
ENSDART00000156766	3	13949156	13981088
ENSDART00000143980	2	60047931	60057000
ENSDART00000138958	9	6572608	6589855
ENSDART00000008485	15	3925592	3929550
ENSDART00000077495	12	23915565	23928776
ENSDART00000137152	9	40692	43947
ENSDART00000042218	15	24604278	24650756
ENSDART00000058831	19	30510528	30513166
ENSDART00000035905	6	10981208	10984827
ENSDART00000130485	15	24609938	24615138
ENSDART00000144524	6	10981794	10984256
ENSDART00000143730	6	10981913	10984175
ENSDART00000141017	6	10982215	10984083
ENSDART00000146577	6	10982748	10984708
ENSDART00000142530	6	10983357	10984279
ENSDART00000029680	11	20201419	20463289
ENSDART00000130411	6	10981209	10984673
ENSDART00000150951	6	22696938	22697379
ENSDART00000012212	22	40996082	41003796
ENSDART00000127740	21	3478758	3576586
ENSDART00000102471	15	5678209	5692995
ENSDART00000142334	15	5678552	5692982
ENSDART00000135442	15	5680998	5685143
ENSDART00000140525	Zv9_scaffold3459	298378	310518
ENSDART00000146815	15	5688775	5691730
ENSDART00000056103	9	14643802	14781066
ENSDART00000051180	15	5678209	5693004
ENSDART00000033152	8	3844259	3870138
ENSDART00000057172	Zv9_NA596	5224	6587
ENSDART00000080454	18	15295243	15314483
ENSDART00000154155	15	72899	83704
ENSDART00000154283	15	77743	79851
ENSDART00000148115	21	33098564	33177475
ENSDART00000123796	Zv9_scaffold3486	63830	149205
ENSDART00000141770	21	33132960	33142676
ENSDART00000155939	3	25233287	25236376
ENSDART00000031676	12	9323887	9333929
ENSDART00000141883	12	9323926	9328569
ENSDART00000126023	Zv9_NA456	4892	6997
ENSDART00000139909	19	13385013	13425534
ENSDART00000042134	6	32018244	32096803
ENSDART00000147667	5	38250227	38254203
ENSDART00000040073	19	13424066	13425200
ENSDART00000130932	6	32028471	32029224
ENSDART00000147651	1	19710741	19711747
ENSDART00000111414	5	38250259	38254861
ENSDART00000065149	6	32030504	32049449
ENSDART00000087334	Zv9_NA947	72624	113371
ENSDART00000063642	10	34282892	34293825
ENSDART00000086115	21	33133004	33176701
ENSDART00000135347	6	32085227	32095269
ENSDART00000144886	3	1189966	1196757
ENSDART00000143199	5	70946198	70961828
ENSDART00000048655	2	9746978	9760548
ENSDART00000131613	2	9746978	9760625
ENSDART00000137924	2	9747957	9760506
ENSDART00000063281	2	9746981	9760548
ENSDART00000082688	5	70946231	70961690
ENSDART00000098879	7	1613072	1618942
ENSDART00000130859	7	1614969	1618942
ENSDART00000082124	8	10910936	10914660
ENSDART00000145617	17	10455926	10510720
ENSDART00000003246	17	10456744	10510720
ENSDART00000142611	20	25916098	25931748
ENSDART00000024821	20	25916387	25928930
ENSDART00000138201	4	12651213	12669682
ENSDART00000144745	4	12658055	12661951
ENSDART00000067161	4	12651213	12669680
ENSDART00000148897	10	6390329	6391786
ENSDART00000154236	3	40392644	40399935
ENSDART00000154384	15	40219532	40234554
ENSDART00000020745	15	40219534	40226199
ENSDART00000134202	16	7030820	7035044
ENSDART00000104968	22	27833199	27833899
ENSDART00000104278	16	7032029	7034743
ENSDART00000082187	19	4922518	4932700
ENSDART00000146637	3	8078595	8084665
ENSDART00000114972	25	333650	337773
ENSDART00000140782	3	63044926	63055718
ENSDART00000145531	3	63048814	63052021
ENSDART00000101870	3	63044927	63055714
ENSDART00000140658	15	23917052	23919942
ENSDART00000113616	3	4002948	4015111
ENSDART00000045549	15	23917105	23922609
ENSDART00000043743	15	18550704	18566717
ENSDART00000152740	15	18553392	18566114
ENSDART00000148022	15	23917218	23922168
ENSDART00000152707	15	18558445	18559629
ENSDART00000139885	15	23917316	23922610
ENSDART00000126095	14	29583223	29587967
ENSDART00000134622	15	23918676	23922479
ENSDART00000130589	15	23917052	23922610
ENSDART00000145514	5	67531649	67546887
ENSDART00000014034	5	67531654	67546733
ENSDART00000145502	14	29583203	29588274
ENSDART00000042850	14	29583264	29588229
ENSDART00000114724	7	18348391	18351515
ENSDART00000131164	7	18348391	18349546
ENSDART00000057762	13	12325569	12346914
ENSDART00000142647	18	5871577	5889361
ENSDART00000067696	11	2178785	2180948
ENSDART00000121414	7	5955792	5966587
ENSDART00000147709	1	37403583	37417599
ENSDART00000109499	1	37406007	37417473
ENSDART00000125952	5	72746310	72762606
ENSDART00000114010	18	2756555	2759167
ENSDART00000142726	9	7269599	7280355
ENSDART00000043920	5	72657744	72762596
ENSDART00000135874	18	25355917	25429375
ENSDART00000137527	9	8443722	8445893
ENSDART00000132339	9	8443722	8445893
ENSDART00000133029	18	25346987	25352689
ENSDART00000138861	18	25379934	25429358
ENSDART00000099511	18	25345357	25429375
ENSDART00000097823	20	33616034	33622455
ENSDART00000144851	9	8432652	8435262
ENSDART00000145657	9	8432867	8434344
ENSDART00000142233	9	8432653	8435262
ENSDART00000151705	6	7230363	7239008
ENSDART00000133880	9	8432653	8435251
ENSDART00000156489	17	1184744	1206452
ENSDART00000045750	17	1185984	1206453
ENSDART00000131545	5	55372879	55373798
ENSDART00000146780	5	55372892	55373937
ENSDART00000153510	17	1217640	1226129
ENSDART00000097199	5	55372917	55376720
ENSDART00000101241	21	15491726	15500351
ENSDART00000154341	15	3952276	3953014
ENSDART00000017299	25	19454854	19468155
ENSDART00000009938	7	53971789	54013591
ENSDART00000009564	15	2171409	2177728
ENSDART00000002938	5	23810916	23836180
ENSDART00000135460	15	2171846	2173944
ENSDART00000146519	5	23823605	23825184
ENSDART00000138941	15	2171997	2177638
ENSDART00000146075	3	15595146	15620149
ENSDART00000131282	7	53976381	54164931
ENSDART00000138263	7	53999925	54013575
ENSDART00000138400	3	15595387	15619482
ENSDART00000133724	5	23823910	23828962
ENSDART00000140338	7	54002236	54002763
ENSDART00000136745	7	54159811	54164839
ENSDART00000128753	3	15595153	15620093
ENSDART00000080666	3	15595153	15620133
ENSDART00000137241	7	30389747	30398153
ENSDART00000149855	5	58685892	58753361
ENSDART00000142571	18	44033549	44059293
ENSDART00000134332	7	30389934	30398147
ENSDART00000073766	7	53973676	54164943
ENSDART00000050957	5	58686645	58732109
ENSDART00000131471	19	41677601	41786650
ENSDART00000051943	19	41678230	41745184
ENSDART00000004921	8	8356253	8391380
ENSDART00000101791	7	18208828	18210441
ENSDART00000142232	22	2879014	2883563
ENSDART00000125216	14	53152970	53179122
ENSDART00000130196	16	23776995	23799671
ENSDART00000123597	16	23776995	23799671
ENSDART00000136749	13	18750946	18778215
ENSDART00000145480	10	6903576	6920692
ENSDART00000132435	10	6909829	6920366
ENSDART00000111065	10	6904421	6916833
ENSDART00000114718	13	18750879	18832458
ENSDART00000139196	2	22152026	22216234
ENSDART00000089012	2	22160132	22216234
ENSDART00000048847	15	29704447	29729633
ENSDART00000150374	4	54000962	54006243
ENSDART00000150769	4	51094261	51095852
ENSDART00000146697	24	10878632	10882317
ENSDART00000142159	4	51094371	51095522
ENSDART00000145826	4	54001449	54006184
ENSDART00000106288	24	10877590	10882317
ENSDART00000106186	24	19498092	19756483
ENSDART00000147088	19	23528748	23529218
ENSDART00000155090	6	11947982	12109323
ENSDART00000153722	6	11949863	11959314
ENSDART00000152325	12	2978868	2986638
ENSDART00000152776	1	57872867	57873298
ENSDART00000109344	6	11948143	12084297
ENSDART00000128130	12	2978982	2980247
ENSDART00000104063	19	11932636	11942505
ENSDART00000139987	Zv9_scaffold3517	188081	193327
ENSDART00000155360	6	12820879	12833938
ENSDART00000097289	Zv9_scaffold3474	52530	56573
ENSDART00000157183	17	37678326	37716973
ENSDART00000123634	20	50361663	50362039
ENSDART00000146769	1	17552786	17553379
ENSDART00000131423	1	17552786	17553379
ENSDART00000142407	24	3556685	3582050
ENSDART00000137387	7	4796625	4798921
ENSDART00000140687	7	4796605	4799190
ENSDART00000142026	1	17552786	17553412
ENSDART00000141423	7	4796785	4798913
ENSDART00000145534	1	17552789	17553379
ENSDART00000137171	1	17552790	17553378
ENSDART00000045583	17	37678352	37786409
ENSDART00000134598	24	3556682	3605698
ENSDART00000156281	17	37678539	37738819
ENSDART00000111491	24	3563082	3604422
ENSDART00000127233	5	1851548	1936846
ENSDART00000002398	23	17625409	17640864
ENSDART00000123460	23	21060592	21068774
ENSDART00000110665	15	21229119	21248630
ENSDART00000100873	15	21229489	21249295
ENSDART00000155893	15	45674660	45685397
ENSDART00000003715	25	20075390	20084164
ENSDART00000153936	15	45682628	45685213
ENSDART00000128910	16	27373034	27374197
ENSDART00000067433	4	1670194	1678947
ENSDART00000140907	25	20078451	20084140
ENSDART00000146578	25	20081640	20084137
ENSDART00000156965	25	24082263	24174301
ENSDART00000109843	25	24127121	24176085
ENSDART00000133720	22	9179073	9194530
ENSDART00000115232	22	9179235	9181690
ENSDART00000086040	19	45546054	45553381
ENSDART00000099555	22	9179073	9181220
ENSDART00000152285	15	1367549	1431913
ENSDART00000102125	15	1393017	1431913
ENSDART00000137021	8	14319178	14340049
ENSDART00000053831	20	9864825	9875497
ENSDART00000017495	8	14316530	14319328
ENSDART00000141664	5	33185927	33186402
ENSDART00000112874	5	9128989	9138195
ENSDART00000137990	18	31494060	31496985
ENSDART00000014915	8	7472976	7488370
ENSDART00000028705	18	31494082	31497072
ENSDART00000138259	8	7473550	7487939
ENSDART00000129379	7	76198396	76206748
ENSDART00000113746	3	10198755	10201436
ENSDART00000142496	8	7473603	7488045
ENSDART00000131966	3	1446046	1447949
ENSDART00000117148	8	7469968	7483447
ENSDART00000123994	3	24932187	24932979
ENSDART00000148414	3	24932730	24935726
ENSDART00000069132	11	30671995	30693269
ENSDART00000148265	11	30686537	30693042
ENSDART00000118422	11	30671997	30695011
ENSDART00000089845	14	22624150	22661599
ENSDART00000098357	2	42257404	42274952
ENSDART00000144707	2	42269646	42275102
ENSDART00000055590	3	24932730	24941134
ENSDART00000126230	3	24932187	24940788
ENSDART00000146177	6	24814638	24815979
ENSDART00000043812	25	14630170	14639512
ENSDART00000151549	6	7804320	7805667
ENSDART00000108469	18	14270185	14274508
ENSDART00000144414	25	14630170	14639512
ENSDART00000080186	6	7803738	7805667
ENSDART00000136722	22	578551	581236
ENSDART00000145983	22	578888	582981
ENSDART00000113620	22	577559	580073
ENSDART00000063093	10	5425977	5479092
ENSDART00000112731	6	18260489	18518477
ENSDART00000085669	6	18260755	18518477
ENSDART00000132897	4	39096503	39104149
ENSDART00000063835	15	46861776	46867193
ENSDART00000111941	4	61261297	61263161
ENSDART00000040534	7	19689263	19760087
ENSDART00000149294	17	50843764	50861465
ENSDART00000156172	2	18504702	18509883
ENSDART00000146930	24	25552300	25567555
ENSDART00000111510	3	53166628	53177685
ENSDART00000149773	17	50847947	50904119
ENSDART00000022555	24	25552272	25567383
ENSDART00000041685	17	50850398	50903228
ENSDART00000113356	2	24347533	24372807
ENSDART00000062703	16	58079432	58081164
ENSDART00000103894	16	14633802	14705160
ENSDART00000149034	21	15990078	15991938
ENSDART00000155602	16	14635130	14665871
ENSDART00000049900	5	38687786	38695613
ENSDART00000004548	21	15990279	15994050
ENSDART00000139763	3	16958864	16975786
ENSDART00000089765	3	18436647	18454043
ENSDART00000144062	16	14933398	15140242
ENSDART00000103882	16	14930567	15059419
ENSDART00000046891	18	17270795	17280994
ENSDART00000093155	21	18162767	18176425
ENSDART00000054078	16	5691316	5714695
ENSDART00000027000	8	55706882	55708436
ENSDART00000024832	3	16895409	16975765
ENSDART00000149421	16	5691516	5714605
ENSDART00000013839	4	12035779	12043449
ENSDART00000111450	18	27163104	27250463
ENSDART00000123903	4	12036446	12039999
ENSDART00000140444	18	27245067	27250463
ENSDART00000150674	4	12039740	12043423
ENSDART00000137208	18	31505155	31509813
ENSDART00000086094	18	27045896	27249852
ENSDART00000078381	18	31504812	31509810
ENSDART00000155009	6	59700726	59704992
ENSDART00000103983	11	19910690	19921784
ENSDART00000042678	25	36003708	36008561
ENSDART00000122050	1	60198285	60201640
ENSDART00000025295	6	18658685	18665372
ENSDART00000131945	6	18658687	18664917
ENSDART00000084131	8	48115480	48159222
ENSDART00000131172	20	46178965	46179877
ENSDART00000135376	10	17761652	17775594
ENSDART00000132690	10	17761652	17775565
ENSDART00000143198	10	17761667	17775562
ENSDART00000148211	10	17761708	17775564
